subject,session,run,image_name,category,class_id
sub-09,ses-01,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\sheep\n02412080_16046_resized.jpg,sheep,16
sub-15,ses-01,run-04,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\cow\n02410509_5451_resized.jpg,cow,9
sub-02,ses-03,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\bottle\2011_002387_resized.jpg,bottle,4
sub-05,ses-03,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\bottle\n03983396_3066_resized.jpg,bottle,4
sub-24,ses-04,run-02,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\car\2009_002103_resized.jpg,car,6
sub-14,ses-02,run-02,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\train\2010_002080_resized.jpg,train,18
sub-20,ses-01,run-02,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\bottle\n03983396_16212_resized.jpg,bottle,4
sub-29,ses-04,run-02,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\chair\n04099969_1914_resized.jpg,chair,8
sub-14,ses-01,run-01,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\bus\2009_000945_resized.jpg,bus,5
sub-02,ses-05,run-04,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\sheep\2008_000669_resized.jpg,sheep,16
sub-02,ses-03,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\cow\009301_resized.jpg,cow,9
sub-19,ses-02,run-04,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\bird\2008_008746_resized.jpg,bird,2
sub-05,ses-05,run-04,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\bird\007065_resized.jpg,bird,2
sub-15,ses-05,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\bottle\007717_resized.jpg,bottle,4
sub-15,ses-05,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\train\2009_001671_resized.jpg,train,18
sub-20,ses-01,run-01,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\tvmonitor\n03782006_2624_resized.jpg,tvmonitor,19
sub-05,ses-05,run-03,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\bottle\n03062245_3610_resized.jpg,bottle,4
sub-29,ses-04,run-03,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\sheep\004610_resized.jpg,sheep,16
sub-17,ses-01,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\tvmonitor\n04152593_991_resized.jpg,tvmonitor,19
sub-24,ses-03,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\flower\n11939491_7450_resized.jpg,flower,12
sub-02,ses-04,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\train\2011_000058_resized.jpg,train,18
sub-20,ses-01,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\boat\2010_002780_resized.jpg,boat,3
sub-20,ses-03,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\sofa\n04344873_9053_resized.jpg,sofa,17
sub-29,ses-03,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\aeroplane\2008_005455_resized.jpg,aeroplane,0
sub-15,ses-01,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\car\003143_resized.jpg,car,6
sub-05,ses-05,run-01,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\train\2009_003185_resized.jpg,train,18
sub-19,ses-04,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\sheep\n02412080_9990_resized.jpg,sheep,16
sub-09,ses-03,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\horse\008476_resized.jpg,horse,13
sub-20,ses-03,run-02,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\cow\006202_resized.jpg,cow,9
sub-28,ses-02,run-04,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\motorbike\2011_000898_resized.jpg,motorbike,14
sub-17,ses-04,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\car\007015_resized.jpg,car,6
sub-15,ses-03,run-02,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\bottle\n03062245_3610_resized.jpg,bottle,4
sub-29,ses-03,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\chair\n03376595_2420_resized.jpg,chair,8
sub-23,ses-02,run-01,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\tvmonitor\2008_000244_resized.jpg,tvmonitor,19
sub-03,ses-02,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\bird\2010_003362_resized.jpg,bird,2
sub-17,ses-05,run-03,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\bus\2009_000135_resized.jpg,bus,5
sub-14,ses-05,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\dog\003977_resized.jpg,dog,11
sub-09,ses-03,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\train\2009_003333_resized.jpg,train,18
sub-19,ses-02,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\motorbike\n03785016_20647_resized.jpg,motorbike,14
sub-28,ses-02,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\boat\n03095699_19732_resized.jpg,boat,3
sub-15,ses-03,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\cat\2008_007151_resized.jpg,cat,7
sub-03,ses-04,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\aeroplane\2008_006269_resized.jpg,aeroplane,0
sub-14,ses-05,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\bicycle\n03792782_3591_resized.jpg,bicycle,1
sub-17,ses-01,run-01,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\sheep\n02412080_10512_resized.jpg,sheep,16
sub-28,ses-05,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\boat\n04483307_4085_resized.jpg,boat,3
sub-19,ses-02,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\bottle\2008_000911_resized.jpg,bottle,4
sub-09,ses-03,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\bottle\n03983396_816_resized.jpg,bottle,4
sub-28,ses-03,run-01,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\chair\n02791124_974_resized.jpg,chair,8
sub-17,ses-01,run-04,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\dog\2008_006968_resized.jpg,dog,11
sub-29,ses-04,run-04,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\aeroplane\005927_resized.jpg,aeroplane,0
sub-14,ses-01,run-02,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\flower\n11939491_9997_resized.jpg,flower,12
sub-28,ses-03,run-02,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\diningtable\n03201208_1014_resized.jpg,diningtable,10
sub-20,ses-03,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\boat\000241_resized.jpg,boat,3
sub-02,ses-05,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\aeroplane\2009_001027_resized.jpg,aeroplane,0
sub-03,ses-02,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\aeroplane\2009_001195_resized.jpg,aeroplane,0
sub-19,ses-04,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\horse\2008_004539_resized.jpg,horse,13
sub-14,ses-01,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\flower\n11939491_6662_resized.jpg,flower,12
sub-09,ses-03,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\cow\n02408429_11134_resized.jpg,cow,9
sub-28,ses-03,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\bird\2008_007501_resized.jpg,bird,2
sub-05,ses-01,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\boat\n03095699_3865_resized.jpg,boat,3
sub-02,ses-04,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\person\005103_resized.jpg,person,15
sub-29,ses-04,run-02,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\car\007731_resized.jpg,car,6
sub-09,ses-01,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\aeroplane\2008_003729_resized.jpg,aeroplane,0
sub-20,ses-02,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\diningtable\n03201208_55869_resized.jpg,diningtable,10
sub-05,ses-03,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\sofa\n04344873_16444_resized.jpg,sofa,17
sub-28,ses-03,run-02,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\bird\003850_resized.jpg,bird,2
sub-24,ses-01,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\sofa\n04344873_5771_resized.jpg,sofa,17
sub-29,ses-03,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\diningtable\n03201208_28464_resized.jpg,diningtable,10
sub-24,ses-04,run-03,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\sofa\n04344873_23002_resized.jpg,sofa,17
sub-15,ses-05,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\train\2010_001395_resized.jpg,train,18
sub-19,ses-02,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\dog\2008_002160_resized.jpg,dog,11
sub-17,ses-01,run-01,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\flower\n11939491_45610_resized.jpg,flower,12
sub-05,ses-03,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\sofa\n04344873_42341_resized.jpg,sofa,17
sub-02,ses-03,run-04,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\flower\n11939491_5904_resized.jpg,flower,12
sub-29,ses-03,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\bottle\n03983396_23143_resized.jpg,bottle,4
sub-29,ses-04,run-03,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\train\005123_resized.jpg,train,18
sub-17,ses-04,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\train\003497_resized.jpg,train,18
sub-23,ses-03,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\boat\n04483307_7773_resized.jpg,boat,3
sub-03,ses-04,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\aeroplane\2008_001805_resized.jpg,aeroplane,0
sub-24,ses-03,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\motorbike\n03791053_15437_resized.jpg,motorbike,14
sub-24,ses-04,run-03,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\boat\n04483307_589_resized.jpg,boat,3
sub-03,ses-01,run-02,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\person\2008_000514_resized.jpg,person,15
sub-02,ses-04,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\bicycle\n03792782_21499_resized.jpg,bicycle,1
sub-19,ses-04,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\sheep\002802_resized.jpg,sheep,16
sub-24,ses-04,run-01,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\cow\n02408429_2953_resized.jpg,cow,9
sub-28,ses-02,run-04,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\aeroplane\2009_004820_resized.jpg,aeroplane,0
sub-24,ses-03,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\motorbike\n03785016_18194_resized.jpg,motorbike,14
sub-09,ses-01,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\boat\n03095699_28023_resized.jpg,boat,3
sub-19,ses-04,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\bicycle\n02835271_31431_resized.jpg,bicycle,1
sub-05,ses-05,run-01,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\tvmonitor\2009_002967_resized.jpg,tvmonitor,19
sub-20,ses-02,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\diningtable\n03201208_6859_resized.jpg,diningtable,10
sub-20,ses-01,run-02,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\sheep\n02422106_1642_resized.jpg,sheep,16
sub-17,ses-04,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\flower\n11939491_1689_resized.jpg,flower,12
sub-17,ses-01,run-04,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\flower\n11939491_8731_resized.jpg,flower,12
sub-02,ses-04,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\bottle\n03983396_1231_resized.jpg,bottle,4
sub-17,ses-01,run-01,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\bicycle\2008_002883_resized.jpg,bicycle,1
sub-29,ses-04,run-04,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\chair\n04099969_10583_resized.jpg,chair,8
sub-23,ses-03,run-02,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\boat\n03095699_4480_resized.jpg,boat,3
sub-29,ses-04,run-01,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\tvmonitor\002902_resized.jpg,tvmonitor,19
sub-05,ses-03,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\horse\2009_000312_resized.jpg,horse,13
sub-20,ses-01,run-01,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\cow\n02410509_8541_resized.jpg,cow,9
sub-02,ses-05,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\boat\2010_004772_resized.jpg,boat,3
sub-15,ses-05,run-04,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\bird\2011_003145_resized.jpg,bird,2
sub-15,ses-01,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\tvmonitor\n03782006_2465_resized.jpg,tvmonitor,19
sub-29,ses-03,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\cat\2010_000157_resized.jpg,cat,7
sub-15,ses-05,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\bus\n04487081_1702_resized.jpg,bus,5
sub-03,ses-01,run-03,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\flower\n11939491_51866_resized.jpg,flower,12
sub-05,ses-03,run-04,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\bird\000309_resized.jpg,bird,2
sub-17,ses-04,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\sheep\n02412080_18520_resized.jpg,sheep,16
sub-05,ses-01,run-01,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\dog\2009_003708_resized.jpg,dog,11
sub-05,ses-05,run-01,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\flower\n11939491_2934_resized.jpg,flower,12
sub-28,ses-02,run-04,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\person\2008_004247_resized.jpg,person,15
sub-19,ses-01,run-04,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\horse\n02389026_1209_resized.jpg,horse,13
sub-05,ses-05,run-01,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\cow\n02410509_1127_resized.jpg,cow,9
sub-03,ses-02,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\cat\001982_resized.jpg,cat,7
sub-20,ses-02,run-02,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\bicycle\n02835271_12173_resized.jpg,bicycle,1
sub-24,ses-01,run-04,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\motorbike\009065_resized.jpg,motorbike,14
sub-09,ses-01,run-04,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\motorbike\n03785016_6051_resized.jpg,motorbike,14
sub-20,ses-02,run-01,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\bicycle\n03792782_26834_resized.jpg,bicycle,1
sub-23,ses-03,run-02,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\bottle\n03062245_5377_resized.jpg,bottle,4
sub-28,ses-03,run-01,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\motorbike\n03785016_4720_resized.jpg,motorbike,14
sub-17,ses-04,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\boat\008643_resized.jpg,boat,3
sub-23,ses-04,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\dog\2009_004634_resized.jpg,dog,11
sub-02,ses-04,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\bottle\n03983396_19688_resized.jpg,bottle,4
sub-05,ses-01,run-04,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\sofa\007425_resized.jpg,sofa,17
sub-05,ses-03,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\bird\2008_007120_resized.jpg,bird,2
sub-02,ses-03,run-02,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\bottle\n03983396_4882_resized.jpg,bottle,4
sub-23,ses-04,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\dog\002849_resized.jpg,dog,11
sub-17,ses-04,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\train\2010_001560_resized.jpg,train,18
sub-02,ses-05,run-04,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\flower\n11939491_4672_resized.jpg,flower,12
sub-14,ses-05,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\train\004921_resized.jpg,train,18
sub-24,ses-04,run-02,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\sheep\005324_resized.jpg,sheep,16
sub-15,ses-01,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\tvmonitor\2009_002562_resized.jpg,tvmonitor,19
sub-29,ses-01,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\cow\n02408429_10284_resized.jpg,cow,9
sub-23,ses-04,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\sheep\n02417914_5155_resized.jpg,sheep,16
sub-09,ses-01,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\diningtable\n03201208_5866_resized.jpg,diningtable,10
sub-09,ses-03,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\tvmonitor\n03782006_8945_resized.jpg,tvmonitor,19
sub-19,ses-04,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\chair\2009_000298_resized.jpg,chair,8
sub-28,ses-05,run-04,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\motorbike\n03785016_3637_resized.jpg,motorbike,14
sub-14,ses-01,run-02,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\cat\2009_005051_resized.jpg,cat,7
sub-23,ses-03,run-04,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\motorbike\n03785016_15442_resized.jpg,motorbike,14
sub-29,ses-04,run-01,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\chair\n03376595_11887_resized.jpg,chair,8
sub-15,ses-03,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\motorbike\n03785016_19627_resized.jpg,motorbike,14
sub-02,ses-04,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\cat\002440_resized.jpg,cat,7
sub-24,ses-01,run-04,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\bird\2010_000241_resized.jpg,bird,2
sub-17,ses-05,run-03,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\person\2008_003884_resized.jpg,person,15
sub-05,ses-01,run-04,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\bottle\n03983396_2810_resized.jpg,bottle,4
sub-02,ses-03,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\sheep\2010_005767_resized.jpg,sheep,16
sub-28,ses-03,run-04,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\bicycle\n03792782_32766_resized.jpg,bicycle,1
sub-29,ses-04,run-03,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\diningtable\n03201208_23369_resized.jpg,diningtable,10
sub-17,ses-05,run-03,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\cow\n02403003_257_resized.jpg,cow,9
sub-14,ses-05,run-04,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\bus\2008_003373_resized.jpg,bus,5
sub-17,ses-04,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\sofa\007105_resized.jpg,sofa,17
sub-14,ses-02,run-02,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\horse\2009_000100_resized.jpg,horse,13
sub-29,ses-03,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\diningtable\n03201208_14426_resized.jpg,diningtable,10
sub-23,ses-03,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\dog\2009_002605_resized.jpg,dog,11
sub-23,ses-04,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\person\2008_003542_resized.jpg,person,15
sub-28,ses-02,run-01,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\chair\n04099969_36_resized.jpg,chair,8
sub-29,ses-01,run-02,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\sheep\2010_003372_resized.jpg,sheep,16
sub-23,ses-03,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\aeroplane\2010_004729_resized.jpg,aeroplane,0
sub-02,ses-05,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\bicycle\n03792782_22416_resized.jpg,bicycle,1
sub-05,ses-03,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\chair\n03376595_7172_resized.jpg,chair,8
sub-20,ses-02,run-04,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\bottle\n03062245_12688_resized.jpg,bottle,4
sub-29,ses-03,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\boat\n04483307_4913_resized.jpg,boat,3
sub-17,ses-04,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\tvmonitor\n04152593_37671_resized.jpg,tvmonitor,19
sub-24,ses-03,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\sofa\2010_001763_resized.jpg,sofa,17
sub-05,ses-05,run-02,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\train\000946_resized.jpg,train,18
sub-29,ses-01,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\flower\n11939491_14440_resized.jpg,flower,12
sub-14,ses-05,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\boat\n03095699_9800_resized.jpg,boat,3
sub-24,ses-03,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\aeroplane\008791_resized.jpg,aeroplane,0
sub-09,ses-01,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\person\2008_001205_resized.jpg,person,15
sub-29,ses-03,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\bus\2009_001159_resized.jpg,bus,5
sub-15,ses-01,run-01,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\horse\n02389026_2002_resized.jpg,horse,13
sub-24,ses-04,run-04,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\tvmonitor\n04152593_32761_resized.jpg,tvmonitor,19
sub-23,ses-03,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\motorbike\005188_resized.jpg,motorbike,14
sub-02,ses-03,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\person\003132_resized.jpg,person,15
sub-24,ses-04,run-04,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\cat\2008_006081_resized.jpg,cat,7
sub-09,ses-05,run-04,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\horse\n02389026_5596_resized.jpg,horse,13
sub-09,ses-03,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\person\2010_003995_resized.jpg,person,15
sub-17,ses-05,run-03,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\sofa\n04344873_6056_resized.jpg,sofa,17
sub-28,ses-02,run-04,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\tvmonitor\2008_006668_resized.jpg,tvmonitor,19
sub-19,ses-01,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\bottle\n03983396_13345_resized.jpg,bottle,4
sub-23,ses-04,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\tvmonitor\2009_001964_resized.jpg,tvmonitor,19
sub-29,ses-03,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\chair\n04099969_4653_resized.jpg,chair,8
sub-15,ses-03,run-04,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\motorbike\n03785016_27487_resized.jpg,motorbike,14
sub-05,ses-01,run-04,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\bottle\2010_002668_resized.jpg,bottle,4
sub-02,ses-05,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\chair\n04099969_3012_resized.jpg,chair,8
sub-29,ses-01,run-04,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\sheep\n02412080_23131_resized.jpg,sheep,16
sub-28,ses-05,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\aeroplane\2008_000585_resized.jpg,aeroplane,0
sub-29,ses-04,run-04,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\horse\n02389026_3997_resized.jpg,horse,13
sub-03,ses-01,run-04,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\aeroplane\2010_002638_resized.jpg,aeroplane,0
sub-14,ses-01,run-04,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\bicycle\n02835271_4384_resized.jpg,bicycle,1
